"Zeitstempel","Weißt du, was True-Crime-Formate sind?","Hast du schon einmal ein True-Crime-Format geschaut oder gehört?","Wie oft schaust du True-Crime-Formate?","Warum schaust du True-Crime-Formate?(mehrfache Auswahl möglich)","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Bleibt mir mehr in Erinnerung]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fühle mich den Charakteren näher]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich fiebere mehr mit]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe während des Schauens/Hörens Angst]","Welche Wirkung hat es auf dich, dass True-Crime-Formate auf wahren Fällen beruhen? [Ich habe nach dem Schauen/Hören Angst]","Glaubst du, dir könnten die gleichen Dinge passieren, die in True-Crime gezeigt werden?","Welche True-Crime-Formate schaust oder hörst du? (mehrfache Auswahl möglich)","Hältst du das deutsche Rechtssystem für gerecht? ","Denkst du, du könntest in Deutschland zu Unrecht verurteilt werden?","Sollten Polizisten deiner Meinung nach Body-Cams (Körperkameras) tragen müssen.","Welche Waffen sind deiner Meinung nach für eine*n Streifenpolizist*in angemessen? (mehrfache Auswahl möglich)","Hast du das Gefühl sicherer zu leben, weil es die Polizei in Deutschland gibt?","Wie wichtig ist in deinen Augen die Polizei in Deutschland?","Sind die Strafen in Deutschland bei Gewaltverbrechen zu harmlos?","Sollte die Todesstrafe in Deutschland eingeführt werden?","Wie fühlst du dich, wenn du abends alleine in einer dir unbekannten Gegend unterwegs bist?","Triffst du Vorkehrungen, wenn du Abends alleine unterwegs bist? (mehrfache Auswahl möglich)","Würdest du auf eigene Faust ermitteln, wenn ... [jemand Müll in deinen Garten wirft]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto einen Kratzer hat]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Auto geklaut wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [bei dir eingebrochen wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [du Drohbriefe erhälst]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind seit einem Tag verschwunden ist]","Würdest du auf eigene Faust ermitteln, wenn ... [jemand aus deinem engen Umfeld ermordet wurde]","Würdest du auf eigene Faust ermitteln, wenn ... [dein Kind entführt wurde]","Alter","Geschlecht","Berufliche Tätigkeit","Höchster Bildungsabschluss?","Welche Medien konsumierst du? (mehrfache Auswahl möglich)","Hattest du schon einmal Kontakt mit der Polizei? (mehrfach Auswahl möglich)"
"2022/03/21 8:46:30 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren","stark","Sehr schwach","mittel","Sehr schwach","Sehr schwach","Nein","Aktenzeichen XY;True-Crime aus der Nachbarschaft","2","Schon möglich","Ja","Pistolen;Schlagstock;Pfefferspray","2","2","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer"
"2022/03/21 8:50:11 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil mich die Motive der Verbrecher interessieren","schwach","Sehr schwach","stark","Sehr schwach","Sehr schwach","Nein","Aktenzeichen XY;Auf Ex","4","Unwahrscheinlich","Ja","Pistolen;Elektroschocker;Pfefferspray","4","5","Nein","Nein","Ich fühle mich gelegentlich unwohl","Ich gehe zügig, bin aufmerksam und nicht am Handy","Nein","Ja","Ja","Nein","Nein","Ja","Ja","Ja","19-25","weiblich","Beamte*r","Bachelor","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Serien im linearen Fernsehen;Filme im linearen Fernsehen;Podcasts;Radio","Ja, als Zeug*in"
"2022/03/21 8:51:03 PM OEZ","Ja","Ja","Ein bis zweimal die Woche","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren","mittel","schwach","stark","stark","stark","Nein","True-Crime aus der Nachbarschaft;Mordlust;Auf Ex;Criminal Minds","4","Unwahrscheinlich","Ja","Elektroschocker","3","3","Nein","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich telefoniere;Ja, ich gebe Freunden bescheid","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Ja","19-25","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts;Radio","Nein"
"2022/03/21 8:56:30 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren","sehr stark","stark","sehr stark","schwach","schwach","Nein","The serpent, Tinder schwindler","2","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","2","4","Ja","Nein","Ich fühle mich gelegentlich unwohl","Nein, ich schütze mich nicht besonders","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","19-25","weiblich","Auszubildende*r","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Serien im linearen Fernsehen;Radio","Ja, beruflich"
"2022/03/21 9:12:17 PM OEZ","Ja","Ja","Ein bis zweimal die Woche","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","Sehr schwach","mittel","Sehr schwach","Sehr schwach","Ja","Medical Detectives, Podcast Zeit: Verbrechen","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","19-25","männlich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts","Ja, als Opfer"
"2022/03/21 9:26:00 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","stark","Sehr schwach","schwach","schwach","Nein","Mindhunter","3","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","5","5","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich telefoniere;Ja, ich gebe Freunden bescheid","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","19-25","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Radio;Ich konsumiere selten Medien","Ja, als Zeug*in;Ja, beruflich"
"2022/03/21 9:36:41 PM OEZ","Ich brauche eine Erklärung","Nein","","","","","","","","","","3","Unwahrscheinlich","Ja","Pistolen;Pfefferspray","4","3","Ja","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Ja, ich telefoniere;Ja, ich gebe Freunden bescheid","Ja","Nein","Ja","Nein","Ja","Ja","Nein","Ja","19-25","weiblich","Auszubildende*r","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts;Radio","Ja, als Zeug*in"
"2022/03/21 10:24:46 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","schwach","Sehr schwach","mittel","schwach","mittel","Nein","Aktenzeichen XY;Criminal Minds","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich gebe Freunden bescheid","Nein","Ja","Nein","Nein","Ja","Ja","Nein","Ja","19-25","männlich","Auszubildende*r","Fachabitur / Fachhochschulreife","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.)","Ja, als Opfer;Ja, als Zeug*in"
"2022/03/21 10:45:27 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","mittel","mittel","Sehr schwach","mittel","Nein","Mindhunter","3","Unwahrscheinlich","Nein","Elektroschocker;Pfefferspray","4","5","Ja","Nein","Ich habe schon meistens Angst","Ja, ich gebe Freunden bescheid","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Ja","19-25","weiblich","Auszubildende*r","Abitur","Social-Media;Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Radio","Ja, als Zeug*in"
"2022/03/22 12:00:05 AM OEZ","Ja","Ja","Mehrmals die Woche","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren;Weil mich die Polizeiarbeit interessiert","mittel","schwach","stark","Sehr schwach","Sehr schwach","Ja","Aktenzeichen XY;Mordlust","4","Unwahrscheinlich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray;Maschinenpistolen (H&K MP5) und Gummigeschossmunition","3","4","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ich habe immer eine Taschenlampe (2000lumen + Strobo), ein Kubotan und Handy SOS bereit dabei.","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","19-25","männlich","Student/Azubi (sozialer Bereich)","Abitur","Social-Media;Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Podcasts;Spotify, YouTube","Ja, als Opfer;Ja, als Zeug*in"
"2022/03/22 12:27:22 AM OEZ","Ja","Ja","Weniger als einmal im Monat","Weil mich die Motive der Verbrecher interessieren","stark","Sehr schwach","sehr stark","schwach","schwach","Nein","Aktenzeichen XY","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Nein","Nein","Ich fühle mich schon sicher, bin aber besonders aufmerksam","Nein, ich schütze mich nicht besonders","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Ja","26-35","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Serien im linearen Fernsehen;Filme im linearen Fernsehen;Podcasts;Radio","Ja, als Opfer;Ja, als Beschuldigte*r;Ja, beruflich"
"2022/03/22 9:28:36 AM OEZ","Ja","Ja","Ein bis zweimal im Monat","Weil mich die Motive der Verbrecher interessieren","stark","mittel","stark","schwach","mittel","Ja","Aktenzeichen XY;True-Crime aus der Nachbarschaft;Criminal Minds","3","Unwahrscheinlich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","4","5","Ja","Nein","Ich habe schon meistens Angst","Ja, ich gebe Freunden bescheid","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","19-25","weiblich","Student*in","Abitur","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Filme im linearen Fernsehen;Radio","Ja, als Beschuldigte*r"
"2022/03/23 5:57:47 PM OEZ","Ja","Ja","Weniger als einmal im Monat","Zur Unterhaltung;Weil mich die Motive der Verbrecher interessieren","stark","stark","stark","schwach","schwach","Nein","Aktenzeichen XY;True Crime Germany Podcast","4","Schon möglich","Ja","Pistolen;Elektroschocker;Schlagstock;Pfefferspray","5","5","Ja","Nein","Ich fühle mich gelegentlich unwohl","Ja, ich gebe Freunden bescheid","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","19-25","männlich","Student*in","Bachelor","Social-Media;Nachrichten des Öffentlich-Rechtlichen-Rundfunks (Tagesschau, ZDF heute... etc.);Nachrichten (Bild, Welt... etc.);Serien bei Streaminganbietern (Netflix, Disney+... etc.);Filme bei Streaminganbietern (Netflix, Disney+... etc.);Serien im linearen Fernsehen;Filme im linearen Fernsehen;Podcasts","Nein"
